loc_pair,route,type,intersection,dist,abs_diff
07 11,07 11 driving,driving,07,1.2660877005446658,0.5564441008211939
07 11,07 11 walking,walking,07,0.7096435997234719,0
07 12,07 12 driving,driving,07,1.2193252754879713,0.4799324184642465
07 12,07 12 walking,walking,07,0.7393928570237248,0
07 13,07 13 driving,driving,07,0.6613912252174177,0.0604476036052235
07 13,07 13 walking,walking,07,0.6009436216121942,0
07 14,07 14 driving,driving,07,1.2210122570246305,0.38961900769735436
07 14,07 14 walking,walking,07,0.8313932493272761,0
07 15,07 15 driving,driving,07,0.6087054698538887,0.06325436557565545
07 15,07 15 walking,walking,07,0.5454511042782333,0
07 16,07 16 driving,driving,07,0.5784308714049,0.01935460368350783
07 16,07 16 walking,walking,07,0.5590762677213922,0
07 17,07 17 driving,driving,07,0.4970288148857387,0
07 17,07 17 walking,walking,07,0.5135014773862187,0.016472662500479962
07 18,07 18 driving,driving,07,0.6218956985159907,0.14600736044835783
07 18,07 18 walking,walking,07,0.47588833806763287,0
07 19,07 19 driving,driving,07,1.2949362011705712,0.36075568489977516
07 19,07 19 walking,walking,07,0.934180516270796,0
07 20,07 20 driving,driving,07,1.0183152308785863,0.16637299169999753
07 20,07 20 walking,walking,07,0.8519422391785888,0
07 21,07 21 driving,driving,07,1.059524766848117,0.19313796336512645
07 21,07 21 walking,walking,07,0.8663868034829905,0
07 22,07 22 driving,driving,07,1.0928191035266026,0.24071204423213988
07 22,07 22 walking,walking,07,0.8521070592944627,0
07 23,07 23 driving,driving,07,1.138849687251851,0.1859273316594392
07 23,07 23 walking,walking,07,0.9529223555924118,0
07 24,07 24 driving,driving,07,1.1380843270733692,0.18337491470625844
07 24,07 24 walking,walking,07,0.9547094123671107,0
07 25,07 25 driving,driving,07,0.7067653790702684,0.06324651808683956
07 25,07 25 walking,walking,07,0.6435188609834288,0
07 26,07 26 driving,driving,07,0.7749479786867761,0.25741845653797735
07 26,07 26 walking,walking,07,0.5175295221487988,0
07 27,07 27 driving,driving,07,0.5542187540574612,0.027659972588988446
07 27,07 27 walking,walking,07,0.5265587814684728,0
07 28,07 28 driving,driving,07,0.6080864632684204,0.30066858820100634
07 28,07 28 walking,walking,07,0.3074178750674141,0
07 29,07 29 driving,driving,07,0.8866004030917887,0.3658833607600537
07 29,07 29 walking,walking,07,0.520717042331735,0
07 30,07 30 driving,driving,07,0.9379878025714743,0.05054819668244115
07 30,07 30 walking,walking,07,0.8874396058890331,0
07 31,07 31 driving,driving,07,1.474663581694843,0.5286470337290115
07 31,07 31 walking,walking,07,0.9460165479658316,0
07 32,07 32 driving,driving,07,1.5616390247580507,0.6140177121413367
07 32,07 32 walking,walking,07,0.947621312616714,0
08 01,08 01 driving,driving,08,0.4406190897453572,0
08 01,08 01 walking,walking,08,0.4406190897453572,0
08 02,08 02 driving,driving,08,0.4882147296473496,0
08 02,08 02 walking,walking,08,0.4882147296473496,0
08 03,08 03 driving,driving,08,0.7915127535530071,0.14391726120535853
08 03,08 03 walking,walking,08,0.6475954923476486,0
08 04,08 04 driving,driving,08,0.7850898948967713,0.08585350081175169
08 04,08 04 walking,walking,08,0.6992363940850196,0
08 05,08 05 driving,driving,08,0.8640280555837612,0.23333339428168165
08 05,08 05 walking,walking,08,0.6306946613020795,0
08 06,08 06 driving,driving,08,0.5388237994217838,0.00454228283007152
08 06,08 06 walking,walking,08,0.5342815165917123,0
08 07,08 07 driving,driving,08,0.5176356267262081,0.09231078898047973
08 07,08 07 walking,walking,08,0.4253248377457284,0
08 08,08 08 driving,driving,08,0.42269270845076895,0.07457290033970643
08 08,08 08 walking,walking,08,0.3481198081110625,0
08 09,08 09 driving,driving,08,0.4673669885433084,0.022030006648835365
08 09,08 09 walking,walking,08,0.445336981894473,0
08 10,08 10 driving,driving,08,0.5670489025311737,0.09267355914265624
08 10,08 10 walking,walking,08,0.47437534338851745,0
08 11,08 11 driving,driving,08,0.872024575995384,0.16427203857406691
08 11,08 11 walking,walking,08,0.707752537421317,0
08 12,08 12 driving,driving,08,0.8252152548389066,0.020237724103278065
08 12,08 12 walking,walking,08,0.8049775307356285,0
08 13,08 13 driving,driving,08,0.8099567504161188,0.07510936899773724
08 13,08 13 walking,walking,08,0.7348473814183816,0
08 14,08 14 driving,driving,08,0.8269064128084013,0
08 14,08 14 walking,walking,08,0.8621728170612499,0.03526640425284866
08 15,08 15 driving,driving,08,0.7572700380703099,0.0404799605398356
08 15,08 15 walking,walking,08,0.7167900775304743,0
08 16,08 16 driving,driving,08,0.7269932469393092,0.0491659218272712
08 16,08 16 walking,walking,08,0.677827325112038,0
08 17,08 17 driving,driving,08,0.6446905156484707,0.11972278435213368
08 17,08 17 walking,walking,08,0.524967731296337,0
08 18,08 18 driving,driving,08,0.6578120316765623,0.1944344300131241
08 18,08 18 walking,walking,08,0.4633776016634382,0
08 19,08 19 driving,driving,08,0.7964771349254903,0.24953627012704416
08 19,08 19 walking,walking,08,0.5469408647984462,0
08 20,08 20 driving,driving,08,0.6241754193240541,0.2000994547008349
08 20,08 20 walking,walking,08,0.42407596462321917,0
08 21,08 21 driving,driving,08,1.208090292046818,0.41741440908561656
08 21,08 21 walking,walking,08,0.7906758829612014,0
08 22,08 22 driving,driving,08,0.6986849166986459,0
08 22,08 22 walking,walking,08,0.7472810577453122,0.04859614104666632
08 23,08 23 driving,driving,08,0.7445216299616064,0.0133411047004246
08 23,08 23 walking,walking,08,0.7311805252611818,0
08 24,08 24 driving,driving,08,1.2866498522720704,0.33974595652872275
08 24,08 24 walking,walking,08,0.9469038957433477,0
08 25,08 25 driving,driving,08,0.8553309042689695,0.03192157616899027
08 25,08 25 walking,walking,08,0.8234093280999792,0
08 26,08 26 driving,driving,08,1.1684167301113952,0.3206187524283868
08 26,08 26 walking,walking,08,0.8477979776830085,0
08 27,08 27 driving,driving,08,0.7027824271825557,0
08 27,08 27 walking,walking,08,0.7284399621524477,0.025657534969891982
08 28,08 28 driving,driving,08,0.5774843389288035,0.035339993749804344
08 28,08 28 walking,walking,08,0.5421443451789991,0
08 29,08 29 driving,driving,08,1.2800634516081137,0.4938254943980802
08 29,08 29 walking,walking,08,0.7862379572100335,0
08 30,08 30 driving,driving,08,1.0865533277701753,0.02830397304379062
08 30,08 30 walking,walking,08,1.0582493547263847,0
08 31,08 31 driving,driving,08,1.0805005613004144,0.10614711642481611
08 31,08 31 walking,walking,08,0.9743534448755983,0
08 32,08 32 driving,driving,08,1.1671425408224705,0.15168630218030232
08 32,08 32 walking,walking,08,1.0154562386421682,0
09 01,09 01 driving,driving,09,0.322761279835739,0.004178493725004062
09 01,09 01 walking,walking,09,0.31858278611073493,0
09 02,09 02 driving,driving,09,0.37035586780468394,0.004177441791956615
09 02,09 02 walking,walking,09,0.3661784260127273,0
09 03,09 03 driving,driving,09,0.6715858486554476,0.15410946047529828
09 03,09 03 walking,walking,09,0.5174763881801493,0
09 04,09 04 driving,driving,09,0.6651736522246233,0.09605636230710302
09 04,09 04 walking,walking,09,0.5691172899175203,0
09 05,09 05 driving,driving,09,0.744098633687769,0.23405793843883171
09 05,09 05 walking,walking,09,0.5100406952489372,0
09 06,09 06 driving,driving,09,0.42059844065856444,0.016648058364558793
09 06,09 06 walking,walking,09,0.40395038229400565,0
09 07,09 07 driving,driving,09,0.39977781681658997,0.10455164217332974
09 07,09 07 walking,walking,09,0.29522617464326023,0
09 08,09 08 driving,driving,09,0.30065163272675594,0.07067099043851177
09 08,09 08 walking,walking,09,0.22998064228824416,0
09 09,09 09 driving,driving,09,0.3453259128192953,0.017836188336520897
09 09,09 09 walking,walking,09,0.3274897244827744,0
09 10,09 10 driving,driving,09,0.44919109262155554,0.09689501573532777
09 10,09 10 walking,walking,09,0.35229607688622777,0
09 11,09 11 driving,driving,09,0.7520336264260415,0.16639633910065577
09 11,09 11 walking,walking,09,0.5856372873253858,0
09 12,09 12 driving,driving,09,0.7052712013693471,0.026915741631181045
09 12,09 12 walking,walking,09,0.678355459738166,0
09 13,09 13 driving,driving,09,0.6879187502208726,0.03643535022776134
09 13,09 13 walking,walking,09,0.6514833999931112,0
09 14,09 14 driving,driving,09,0.7069581829060063,0
09 14,09 14 walking,walking,09,0.7401290086950925,0.033170825789086145
09 15,09 15 driving,driving,09,0.6352299704165594,0
09 15,09 15 walking,walking,09,0.6368125358631068,0.001582565446547446
09 16,09 16 driving,driving,09,0.6049553719675707,0.009291760590465437
09 16,09 16 walking,walking,09,0.5956636113771052,0
09 17,09 17 driving,driving,09,0.7746997848143635,0.3331247696433215
09 17,09 17 walking,walking,09,0.44157501517104203,0
09 18,09 18 driving,driving,09,0.5358632520494045,0.15821970069604913
09 18,09 18 walking,walking,09,0.3776435513533554,0
09 19,09 19 driving,driving,09,0.5662384254140138,0.14939678416032998
09 19,09 19 walking,walking,09,0.41684164125368384,0
09 20,09 20 driving,driving,09,0.3988185201406608,0.10484298262622954
09 20,09 20 walking,walking,09,0.2939755375144313,0
09 21,09 21 driving,driving,09,1.0872828044084226,0.41864320338765415
09 21,09 21 walking,walking,09,0.6686396010207685,0
09 22,09 22 driving,driving,09,0.5787719405422469,0
09 22,09 22 walking,walking,09,0.6252447758048792,0.04647283526263235
09 23,09 23 driving,driving,09,0.6248018917849592,0.015657599317011273
09 23,09 23 walking,walking,09,0.6091442924679479,0
09 24,09 24 driving,driving,09,1.3795931730004,0.5544514075075613
09 24,09 24 walking,walking,09,0.8251417654928388,0
09 25,09 25 driving,driving,09,0.7332934218801362,0
09 25,09 25 walking,walking,09,0.7348834560704881,0.0015900341903518633
09 26,09 26 driving,driving,09,1.045977181366527,0.2834410151245602
09 26,09 26 walking,walking,09,0.7625361662419669,0
09 27,09 27 driving,driving,09,0.5807432546201319,0
09 27,09 27 walking,walking,09,0.6411403065034057,0.06039705188327382
09 28,09 28 driving,driving,09,0.613471372644892,0.16021042118432877
09 28,09 28 walking,walking,09,0.4532609514605633,0
09 29,09 29 driving,driving,09,1.1576296057715396,0.4561759006843593
09 29,09 29 walking,walking,09,0.7014537050871803,0
09 30,09 30 driving,driving,09,0.9660654438952849,0
09 30,09 30 walking,walking,09,0.9789300549132157,0.012864611017930794
09 31,09 31 driving,driving,09,0.9606158886306606,0.1126991085100707
09 31,09 31 walking,walking,09,0.8479167801205899,0
09 32,09 32 driving,driving,09,1.0475913316938683,0.13317689550634537
09 32,09 32 walking,walking,09,0.9144144361875229,0
10 01,10 01 driving,driving,10,0.3484743230155363,0.11281204429245792
10 01,10 01 walking,walking,10,0.2356622787230784,0
10 02,10 02 driving,driving,10,0.39607166940874483,0.11281204429245789
10 02,10 02 walking,walking,10,0.28325962511628694,0
10 03,10 03 driving,driving,10,0.682808331802097,0.24823604596942372
10 03,10 03 walking,walking,10,0.43457228583267327,0
10 04,10 04 driving,driving,10,0.676396104366715,0.1901810910654984
10 04,10 04 walking,walking,10,0.48621501330121664,0
10 05,10 05 driving,driving,10,0.7553211168344184,0.3280656909712878
10 05,10 05 walking,walking,10,0.4272554258631306,0
10 06,10 06 driving,driving,10,0.5495241496194857,0.22816204426115294
10 06,10 06 walking,walking,10,0.32136210535833276,0
10 07,10 07 driving,driving,10,0.4254890614482414,0.2131731530981418
10 07,10 07 walking,walking,10,0.21231590835009959,0
10 08,10 08 driving,driving,10,0.3305402201330773,0.09643006970562837
10 08,10 08 walking,walking,10,0.23411015042744895,0
10 09,10 09 driving,driving,10,0.37515903384531196,0.0963746033253236
10 09,10 09 walking,walking,10,0.27878443051998836,0
10 10,10 10 driving,driving,10,0.6694514713238161,0.4000667160399167
10 10,10 10 walking,walking,10,0.2693847552838994,0
10 11,10 11 driving,driving,10,0.7632539336951589,0.2604923367916582
10 11,10 11 walking,walking,10,0.5027615969035008,0
10 12,10 12 driving,driving,10,0.7164966770938505,0.12133676030100038
10 12,10 12 walking,walking,10,0.5951599167928501,0
10 13,10 13 driving,driving,10,0.7177859492960236,0.15121085024226855
10 13,10 13 walking,walking,10,0.566575099053755,0
10 14,10 14 driving,driving,10,0.7181782520267544,0.060996333387094426
10 14,10 14 walking,walking,10,0.65718191863966,0
10 15,10 15 driving,driving,10,0.6651000032241237,0.11117860658933532
10 15,10 15 walking,walking,10,0.5539213966347883,0
10 16,10 16 driving,driving,10,0.6348244837013869,0.1200631968917607
10 16,10 16 walking,walking,10,0.5147612868096262,0
10 17,10 17 driving,driving,10,0.7955117381241671,0.4264804125587432
10 17,10 17 walking,walking,10,0.3690313255654239,0
10 18,10 18 driving,driving,10,0.5654666662687308,0.09745561009611892
10 18,10 18 walking,walking,10,0.46801105617261185,0
10 19,10 19 driving,driving,10,0.5774591916836713,0.2435227928998998
10 19,10 19 walking,walking,10,0.3339363987837715,0
10 20,10 20 driving,driving,10,0.4100415762130893,0.1989712630338754
10 20,10 20 walking,walking,10,0.21107031317921388,0
10 21,10 21 driving,driving,10,1.098545550926273,0.513149096795801
10 21,10 21 walking,walking,10,0.5853964541304719,0
10 22,10 22 driving,driving,10,0.5892517772773983,0.04689404020774379
10 22,10 22 walking,walking,10,0.5423577370696545,0
10 23,10 23 driving,driving,10,0.6352817285201104,0.10842238363309598
10 23,10 23 walking,walking,10,0.5268593448870145,0
10 24,10 24 driving,driving,10,1.3908254482971345,0.6489124509753768
10 24,10 24 walking,walking,10,0.74191299732175775,0
10 25,10 25 driving,driving,10,0.7631611257920384,0.11117981994087045
10 25,10 25 walking,walking,10,0.651981305851168,0
10 26,10 26 driving,driving,10,1.0762462246627436,0.39672853651307616
10 26,10 26 walking,walking,10,0.6795176881496674,0
10 27,10 27 driving,driving,10,0.6106123378142543,0.05242221754987331
10 27,10 27 walking,walking,10,0.558190120264381,0
10 28,10 28 driving,driving,10,0.6431375837432238,0.15589199210304777
10 28,10 28 walking,walking,10,0.48724559164017606,0
10 29,10 29 driving,driving,10,1.1877879270805476,0.5697374544382785
10 29,10 29 walking,walking,10,0.6180504726422691,0
10 30,10 30 driving,driving,10,0.9770109292001407,0.08142082621425095
10 30,10 30 walking,walking,10,0.8955901029858897,0
10 31,10 31 driving,driving,10,0.9710957253658119,0.20592156565294806
10 31,10 31 walking,walking,10,0.7651741597128638,0
10 32,10 32 driving,driving,10,1.0580711684290196,0.22638994794127443
10 32,10 32 walking,walking,10,0.8316812204877452,0
11 01,11 01 driving,driving,11,0.34677505367515976,0.05539155737313539
11 01,11 01 walking,walking,11,0.29138349630202437,0
11 02,11 02 driving,driving,11,0.29960298338850494,0.05229046276225319
11 02,11 02 walking,walking,11,0.24731252062625175,0
11 03,11 03 driving,driving,11,0.43184647604387433,0.1529307980696888
11 03,11 03 walking,walking,11,0.27891567797418554,0
11 04,11 04 driving,driving,11,0.42542361738763845,0.09486734507953648
11 04,11 04 walking,walking,11,0.330556272308102,0
11 05,11 05 driving,driving,11,0.5043617780746283,0.23409359357766624
11 05,11 05 walking,walking,11,0.2702681844969621,0
11 06,11 06 driving,driving,11,0.2981751566680954,0.015228310978378845
11 06,11 06 walking,walking,11,0.28294684568971656,0
11 07,11 07 driving,driving,11,0.3705779738349751,0
11 07,11 07 walking,walking,11,0.3705779738349751,0
11 08,11 08 driving,driving,11,0.489164817696418,0.00409800831499918
11 08,11 08 walking,walking,11,0.48506680938141883,0
11 09,11 09 driving,driving,11,0.5328826869352283,0.0031415974612700737
11 09,11 09 walking,walking,11,0.5297410894739583,0
11 10,11 10 driving,driving,11,0.41846832167926534,0
11 10,11 10 walking,walking,11,0.41846832167926534,0
11 11,11 11 driving,driving,11,0.5123582984862511,0.16670765924521347
11 11,11 11 walking,walking,11,0.34565063924103767,0
11 12,11 12 driving,driving,11,0.4655489773297738,0.02718016567595588
11 12,11 12 walking,walking,11,0.4383688116538179,0
11 13,11 13 driving,driving,11,0.7044429598879118,0.29471099003676093
11 13,11 13 walking,walking,11,0.4097319698511509,0
11 14,11 14 driving,driving,11,0.4672401352992685,0
11 14,11 14 walking,walking,11,0.49399467709107125,0.026754541791802755
11 15,11 15 driving,driving,11,0.8237246007874643,0.3583983996355029
11 15,11 15 walking,walking,11,0.46532620115196144,0
11 16,11 16 driving,driving,11,0.7934490812647276,0.3572148732273992
11 16,11 16 walking,walking,11,0.4362342080373284,0
11 17,11 17 driving,driving,11,0.9895256211427533,0.4502395315732294
11 17,11 17 walking,walking,11,0.539286089569524,0
11 18,11 18 driving,driving,11,0.7240912638320715,0.003064971608368272
11 18,11 18 walking,walking,11,0.7210262922237032,0
11 19,11 19 driving,driving,11,0.3264824479434067,0.1493560550482814
11 19,11 19 walking,walking,11,0.1771263928951253,0
11 20,11 20 driving,driving,11,0.15906916158899376,0
11 20,11 20 walking,walking,11,0.15906916158899376,0
11 21,11 21 driving,driving,11,0.8478941483529218,0.4243406115235671
11 21,11 21 walking,walking,11,0.42355353682935465,0
11 22,11 22 driving,driving,11,0.3382709033301151,0
11 22,11 22 walking,walking,11,0.3805148197685372,0.04224391643842207
11 23,11 23 driving,driving,11,0.38459589423162116,0.013232358359061058
11 23,11 23 walking,walking,11,0.3713635358725601,0
11 24,11 24 driving,driving,11,1.139933858259805,0.5639987596555498
11 24,11 24 walking,walking,11,0.5759350986042553,0
11 25,11 25 driving,driving,11,0.6590705625097182,0.16509046591097315
11 25,11 25 walking,walking,11,0.49398009659874503,0
11 26,11 26 driving,driving,11,1.2348708222260842,0.3914627821691715
11 26,11 26 walking,walking,11,0.8434080400569127,0
11 27,11 27 driving,driving,11,0.769236935377595,0.21349536691840454
11 27,11 27 walking,walking,11,0.5557415684591904,0
11 28,11 28 driving,driving,11,0.8017621813065645,0.13839412270496954
11 28,11 28 walking,walking,11,0.663368058601595,0
11 29,11 29 driving,driving,11,1.3464125246438883,0.5642643844307059
11 29,11 29 walking,walking,11,0.7821481402131824,0
11 30,11 30 driving,driving,11,0.7259015213120249,0.016802771421862484
11 30,11 30 walking,walking,11,0.7090987498901624,0
11 31,11 31 driving,driving,11,0.7200089737727595,0.11166130946736275
11 31,11 31 walking,walking,11,0.6083476643053968,0
11 32,11 32 driving,driving,11,0.8063002290463651,0.131445503966087
11 32,11 32 walking,walking,11,0.6748547250802781,0
12 01,12 01 driving,driving,12,0.6437968980171052,0.1595850473798623
12 01,12 01 walking,walking,12,0.48421185063724287,0
12 02,12 02 driving,driving,12,0.4924771811932909,0.052318368041067154
12 02,12 02 walking,walking,12,0.44015881315222377,0
12 03,12 03 driving,driving,12,0.33500330806282835,0
12 03,12 03 walking,walking,12,0.33500330806282835,0
12 04,12 04 driving,driving,12,0.3285804494065924,0
12 04,12 04 walking,walking,12,0.3285804494065924,0
12 05,12 05 driving,driving,12,0.4075186100935823,0
12 05,12 05 walking,walking,12,0.42045332614039377,0.012934716046811456
12 06,12 06 driving,driving,12,0.49098249437577063,0.017210492482876927
12 06,12 06 walking,walking,12,0.4737720018928937,0
12 07,12 07 driving,driving,12,0.5634528428090984,0.0015966866324985673
12 07,12 07 walking,walking,12,0.5618561561765998,0
12 08,12 08 driving,driving,12,0.6819801466888222,0
12 08,12 08 walking,walking,12,0.6819969334541286,1.6786765306364693e-5
12 09,12 09 driving,driving,12,0.7251727337449039,0
12 09,12 09 walking,walking,12,0.726671213546668,0.0014984798017640966
12 10,12 10 driving,driving,12,0.6107583684889409,0
12 10,12 10 walking,walking,12,0.6107583684889409,0
12 11,12 11 driving,driving,12,0.4155151305052051,0
12 11,12 11 walking,walking,12,0.43779048263789144,0.022275352132686332
12 12,12 12 driving,driving,12,0.36870580934872776,0
12 12,12 12 walking,walking,12,0.40764180279833867,0.038935993449610906
12 13,12 13 driving,driving,12,0.6075997919068659,0.07491756419516882
12 13,12 13 walking,walking,12,0.532682227711697,0
12 14,12 14 driving,driving,12,0.3703969673182225,0
12 14,12 14 walking,walking,12,0.40430225546571175,0.03390528814748922
12 15,12 15 driving,driving,12,0.6602827295534629,0.0721122214174541
12 15,12 15 walking,walking,12,0.5881705081360088,0
12 16,12 16 driving,driving,12,0.6905601620288658,0.13150458333760107
12 16,12 16 walking,walking,12,0.5590555786912648,0
12 17,12 17 driving,driving,12,0.8926824531617074,0.2118775396000374
12 17,12 17 walking,walking,12,0.6808049135616699,0
12 18,12 18 driving,driving,12,0.9157268635917215,0.10286240776446787
12 18,12 18 walking,walking,12,0.8128644558272536,0
12 19,12 19 driving,driving,12,0.2296392799623607,0
12 19,12 19 walking,walking,12,0.2296392799623607,0
12 20,12 20 driving,driving,12,0.35250594016132836,0
12 20,12 20 walking,walking,12,0.35250594016132836,0
12 21,12 21 driving,driving,12,0.7510509803718758,0.4168845429008532
12 21,12 21 walking,walking,12,0.3341664374710226,0
12 22,12 22 driving,driving,12,0.2421785849217304,0
12 22,12 22 walking,walking,12,0.29077161225513337,0.04859302733340298
12 23,12 23 driving,driving,12,0.288015298184691,0.01334110470042471
12 23,12 23 walking,walking,12,0.2746741934842663,0
12 24,12 24 driving,driving,12,1.0444575456051026,0.5897285610835385
12 24,12 24 walking,walking,12,0.45472898452156413,0
12 25,12 25 driving,driving,12,0.5622273945286721,0.022151931557036764
12 25,12 25 walking,walking,12,0.5400754629716353,0
12 26,12 26 driving,driving,12,1.1866666603562195,0.2664401882484566
12 26,12 26 walking,walking,12,0.9202264721077629,0
12 27,12 27 driving,driving,12,0.7086595535620991,0.029901321255639934
12 27,12 27 walking,walking,12,0.6787582323064592,0
12 28,12 28 driving,driving,12,0.9935955066292638,0.20802795109558192
12 28,12 28 walking,walking,12,0.7855675555336818,0
12 29,12 29 driving,driving,12,1.2174083551376986,0.3125537059130892
12 29,12 29 walking,walking,12,0.9048546492246095,0
12 30,12 30 driving,driving,12,0.6290583533309789,0
12 30,12 30 walking,walking,12,0.642072556075199,0.01301420274422005
12 31,12 31 driving,driving,12,0.6239942295234989,0.1415917639387696
12 31,12 31 walking,walking,12,0.4824024655847293,0
12 32,12 32 driving,driving,12,0.7106362090455551,0.16173608739389278
12 32,12 32 walking,walking,12,0.5489001216516624,0
13 01,13 01 driving,driving,13,1.272846946504669,0.21074633683424437
13 01,13 01 walking,walking,13,1.0621006096704246,0
13 02,13 02 driving,driving,13,1.224597771892666,0.20749307796480543
13 02,13 02 walking,walking,13,1.0171046939278605,0
13 03,13 03 driving,driving,13,0.9632370558331104,0.05128480242858102
13 03,13 03 walking,walking,13,0.9119522534045293,0
13 04,13 04 driving,driving,13,0.9568248594022861,0.08967772818431596
13 04,13 04 walking,walking,13,0.8671471312179702,0
13 05,13 05 driving,driving,13,1.0357498408654318,0.06968497995393397
13 05,13 05 walking,walking,13,0.9660648609114978,0
13 06,13 06 driving,driving,13,1.2231030850751456,0.17238314062383897
13 06,13 06 walking,walking,13,1.0507199444513067,0
13 07,13 07 driving,driving,13,1.296657846216112,0.15785274469781108
13 07,13 07 walking,walking,13,1.138805101518301,0
13 08,13 08 driving,driving,13,1.3102497158714013,0.052293722772842166
13 08,13 08 walking,walking,13,1.257955993098559,0
13 09,13 09 driving,driving,13,1.3542222071590397,0.11515276698629706
13 09,13 09 walking,walking,13,1.2390694401727427,0
13 10,13 10 driving,driving,13,1.239807470633204,0.11510893458239901
13 10,13 10 walking,walking,13,1.124698536050805,0
13 11,13 11 driving,driving,13,1.0445651822536124,0.09266536180548468
13 11,13 11 walking,walking,13,0.9518998204481277,0
13 12,13 12 driving,driving,13,0.9978572473880725,0.06303379779252594
13 12,13 12 walking,walking,13,0.9348234495955465,0
13 13,13 13 driving,driving,13,1.236754617509687,0.1902552864138105
13 13,13 13 walking,walking,13,1.0464993310958766,0
13 14,13 14 driving,driving,13,0.9995540100164607,0.0812523474107687
13 14,13 14 walking,walking,13,0.918301662605692,0
13 15,13 15 driving,driving,13,1.2894501470137498,0.18735658461706262
13 15,13 15 walking,walking,13,1.1020935623966872,0
13 16,13 16 driving,driving,13,1.319727286643316,0.24672571736126203
13 16,13 16 walking,walking,13,1.073001569282054,0
13 17,13 17 driving,driving,13,1.5218513090890358,0.3269843376886008
13 17,13 17 walking,walking,13,1.194866971400435,0
13 18,13 18 driving,driving,13,1.5446838645048286,0.21788587495239953
13 18,13 18 walking,walking,13,1.3267979895524291,0
13 19,13 19 driving,driving,13,0.8578896325916766,0.007896764779697252
13 19,13 19 walking,walking,13,0.8499928678119794,0
13 20,13 20 driving,driving,13,0.9801602109384058,0.007300520059230431
13 20,13 20 walking,walking,13,0.9728596908791753,0
13 21,13 21 driving,driving,13,0.8711607734001379,0.13050761090500806
13 21,13 21 walking,walking,13,0.7406531624951298,0
